PA107-PA449053,hydrolase,B01AC04,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001574,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0025202,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0684249,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0684249,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0684249,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C0684249,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C1292231,http://bio2rdf.org/sequence_ontology:so:0001575,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C1292231,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C1292231,http://bio2rdf.org/sequence_ontology:so:0001587,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C1292231,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C1292231,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C3150926,http://bio2rdf.org/sequence_ontology:so:0001575,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C3150926,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C3150926,http://bio2rdf.org/sequence_ontology:so:0001587,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C3150926,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,C3150926,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn162964,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn162964,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn162964,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn162964,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn169374,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn169374,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn169374,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn169374,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn180640,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn180640,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn180640,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn180640,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001575,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001587,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA107-PA449053,hydrolase,B01AC04,NA,Cn221809,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0007959,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0007959,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0000865,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001575,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001587,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001588,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001623,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001650,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001783,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0010674,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0000865,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001575,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001587,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001588,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001623,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001627,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001650,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001783,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,http://bio2rdf.org/sequence_ontology:so:0001819,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0025202,variation to disease^^http://www.w3.org/2001/XMLSchema#string,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0162361,http://bio2rdf.org/sequence_ontology:so:0001583,N.A 
PA109-PA165950341,transporter,R07AX02,NA,C0162361,http://bio2rdf.org/sequence_ontology:so:0001589,N.A 
